,name,party,state,thomas_id,bioguide_id,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,first_congress,last_congress,gaps,num_congress_periods,93_signatures_received,93_signatures_given,94_signatures_received,94_signatures_given,95_signatures_received,95_signatures_given,96_signatures_received,96_signatures_given,97_signatures_received,97_signatures_given,98_signatures_received,98_signatures_given,99_signatures_received,99_signatures_given,100_signatures_received,100_signatures_given,101_signatures_received,101_signatures_given,102_signatures_received,102_signatures_given,103_signatures_received,103_signatures_given,104_signatures_received,104_signatures_given,105_signatures_received,105_signatures_given,106_signatures_received,106_signatures_given,107_signatures_received,107_signatures_given,108_signatures_received,108_signatures_given,109_signatures_received,109_signatures_given,110_signatures_received,110_signatures_given,111_signatures_received,111_signatures_given,112_signatures_received,112_signatures_given,113_signatures_received,113_signatures_given,114_signatures_received,114_signatures_given,115_signatures_received,115_signatures_given,AMOUNT,AMOUNT_normalized,115_signatures_received_normalized,115_signatures_given_normalized,in_congress_last_five_periods,importance,supported_D,supported_R,supported_OTHER
1778,"Sinema, Kyrsten",Democrat,AZ,2099.0,S001191,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,311.0,73.0,358.0,117.0,461.0,7062150.930000001,0.4102818942611563,0.06927175843694494,0.33406113537117904,0.5,0.4551409471305782,157,255,0
1779,"LaMalfa, Doug",Republican,CA,2100.0,L000578,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.0,325.0,102.0,342.0,255.0,334.0,10591342.740000008,0.6183382026917175,0.15097690941385436,0.24163027656477437,0.5,0.5591691013458587,31,260,0
1780,"Huffman, Jared",Democrat,CA,2101.0,H001068,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,494.0,452.0,544.0,851.0,500.0,10520539.170000004,0.6141641225648836,0.5038484310242747,0.3624454148471616,0.5,0.5570820612824419,341,90,0
1781,"Bera, Ami",Democrat,CA,2102.0,B001287,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,236.0,52.0,216.0,38.0,230.0,9689652.330000006,0.5651808827862745,0.022498519834221433,0.16593886462882096,0.5,0.5325904413931373,123,80,0
1782,"Cook, Paul",Republican,CA,2103.0,C001094,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.0,222.0,82.0,291.0,174.0,288.0,9817125.239999998,0.5726957883248033,0.10301953818827708,0.2081513828238719,0.5,0.5363478941624016,64,194,0
1783,"Swalwell, Eric",Democrat,CA,2104.0,S001193,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0,367.0,75.0,553.0,401.0,482.0,10235448.299999995,0.5973571715197777,0.23741859088217881,0.34934497816593885,0.5,0.5486785857598888,294,126,0
1784,"Valadao, David G.",Republican,CA,2105.0,V000129,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0,188.0,167.0,251.0,380.0,281.0,7641944.220000002,0.44446242568719113,0.22498519834221434,0.20305676855895197,0.5,0.4722312128435956,48,195,0
1785,"Brownley, Julia",Democrat,CA,2106.0,B001285,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.0,422.0,218.0,479.0,234.0,514.0,9062488.620000003,0.5282077248200557,0.13854351687388988,0.3726346433770015,0.5,0.5141038624100278,318,138,0
1786,"Cardenas, Tony",Democrat,CA,2107.0,C001097,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.0,381.0,723.0,474.0,730.0,389.0,9462749.249999996,0.5518042742770515,0.43220840734162225,0.2816593886462882,0.5,0.5259021371385257,249,94,0
1787,"Negrete McLeod, Gloria",Democrat,CA,2108.0,N000187,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,113,113,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,328.0,,,,,,,,,0.25,,0,0,0
1788,"Ruiz, Raul",Democrat,CA,2109.0,R000599,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.0,302.0,138.0,250.0,269.0,261.0,10288985.429999998,0.6005133438763512,0.15926583777383066,0.18850072780203783,0.5,0.5502566719381756,158,82,0
1789,"Takano, Mark",Democrat,CA,2110.0,T000472,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,524.0,300.0,649.0,285.0,630.0,10183855.889999997,0.5943156461662336,0.16873889875666073,0.4570596797671033,0.5,0.5471578230831168,453,118,0
1790,"Lowenthal, Alan S.",Democrat,CA,2111.0,L000579,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.0,587.0,510.0,654.0,646.0,615.0,10771589.250000004,0.6289642682322275,0.38247483718176434,0.44614264919941776,0.5,0.5644821341161137,419,127,0
1791,"Vargas, Juan",Democrat,CA,2112.0,V000130,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0,418.0,97.0,426.0,63.0,344.0,9661321.53,0.5635106982283867,0.037300177619893425,0.24890829694323144,0.5,0.5317553491141933,229,64,0
1792,"Peters, Scott H.",Democrat,CA,2113.0,P000608,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.0,388.0,276.0,559.0,152.0,539.0,10744072.290000005,0.6273420619524189,0.08999407933688573,0.39082969432314413,0.5,0.5636710309762094,312,170,0
1793,"Esty, Elizabeth H.",Democrat,CT,2114.0,E000293,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,350.0,443.0,402.0,540.0,384.0,7552932.42,0.4392149164806117,0.3197158081705151,0.2780203784570597,0.5,0.4696074582403058,218,127,0
1794,"Yoho, Ted S.",Republican,FL,2115.0,Y000065,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.0,295.0,713.0,308.0,818.0,296.0,9080540.759999998,0.5292719519320616,0.4843102427471877,0.21397379912663755,0.5,0.5146359759660308,45,225,0
1795,"DeSantis, Ron",Republican,FL,2116.0,D000621,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.0,203.0,311.0,195.0,567.0,153.0,6910945.230000001,0.4013678704706333,0.33570159857904086,0.1098981077147016,0.5,0.4506839352353167,17,119,0
1796,"Murphy, Patrick",Democrat,FL,2117.0,M001191,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,113,114,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.0,358.0,305.0,384.0,,,,,,,0.5,,0,0,0
1797,"Radel, Trey",Republican,FL,2118.0,R000596,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,113,113,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.0,163.0,,,,,3489356.8800000004,0.1996551046603744,,,0.25,0.2248275523301872,0,0,0
1798,"Frankel, Lois",Democrat,FL,2119.0,F000462,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.0,285.0,394.0,350.0,424.0,301.0,10440083.88,0.6094210449617679,0.25103611604499704,0.21761280931586607,0.5,0.5547105224808839,185,76,0
1799,"Garcia, Joe",Democrat,FL,2120.0,G000573,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,113,113,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.0,238.0,,,,,,,,,0.25,,0,0,0
1800,"Collins, Doug",Republican,GA,2121.0,C001093,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,172.0,582.0,184.0,498.0,141.0,9972896.100000005,0.5818789418164395,0.29484902309058614,0.10116448326055313,0.5,0.5409394709082198,12,111,0
1801,"Gabbard, Tulsi",Democrat,HI,2122.0,G000571,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,229.0,415.0,267.0,367.0,346.0,10673564.069999998,0.6231853935827246,0.2172883362936649,0.25036390101892286,0.5,0.5615926967913623,199,102,0
1802,"Duckworth, Tammy",Democrat,IL,2123.0,D000622,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,113,114,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.0,207.0,555.0,360.0,,,,,,,0.5,,0,0,0
1803,"Schneider, Bradley S.",Democrat,IL,2124.0,S001190,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,113,113,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,211.0,,,,,10327943.46,0.6028100351138637,,,0.25,0.42640501755693183,185,133,0
1804,"Enyart, William L.",Democrat,IL,2125.0,E000292,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,113,113,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,487.0,,,,,,,,,0.25,,0,0,0
1805,"Davis, Rodney",Republican,IL,2126.0,D000619,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,342.0,556.0,349.0,589.0,322.0,9971151.299999995,0.5817760806894463,0.3487270574304322,0.2328966521106259,0.5,0.5408880403447232,63,218,0
1806,"Bustos, Cheri",Democrat,IL,2127.0,B001286,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.0,297.0,302.0,346.0,259.0,296.0,10114595.220000003,0.590232524563493,0.15334517465956188,0.21397379912663755,0.5,0.5451162622817465,153,105,0
1807,"Walorski, Jackie",Republican,IN,2128.0,W000813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.0,194.0,317.0,266.0,220.0,260.0,9991778.73,0.5829921287733306,0.13025458851391356,0.18777292576419213,0.5,0.5414960643866653,39,187,0
1808,"Brooks, Susan W.",Republican,IN,2129.0,B001284,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.0,204.0,496.0,260.0,218.0,246.0,11747771.999999996,0.686513132179804,0.1290704558910598,0.17758369723435224,0.5,0.5932565660899021,42,179,0
1809,"Messer, Luke",Republican,IN,2130.0,M001189,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,180.0,244.0,306.0,409.0,357.0,7235897.790000001,0.4205247861863196,0.24215512137359385,0.25836972343522563,0.5,0.4602623930931598,50,270,0
1810,"Barr, Andy",Republican,KY,2131.0,B001282,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.0,233.0,406.0,307.0,471.0,268.0,9672629.52,0.5641773377259917,0.27886323268206037,0.19359534206695778,0.5,0.5320886688629958,26,213,0
1811,"Delaney, John K.",Democrat,MD,2133.0,D000620,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,278.0,358.0,321.0,301.0,408.0,7600688.309999999,0.4420302676188134,0.17821195973949083,0.2954876273653566,0.5,0.47101513380940674,180,172,0
1812,"Kildee, Daniel T",Democrat,MI,2134.0,K000380,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,113,113,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,180.0,,,,,9914550.569999995,0.5784393000404299,,,0.25,0.41421965002021494,208,94,0
1813,"Bentivolio, Kerry L.",Republican,MI,2135.0,B001280,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,113,113,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.0,308.0,,,,,,,,,0.25,,0,0,0
1814,"Wagner, Ann",Republican,MO,2137.0,W000812,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0,195.0,119.0,243.0,413.0,280.0,10031677.769999998,0.5853442953370184,0.24452338661930137,0.20232896652110627,0.5,0.5426721476685092,41,212,0
1815,"Daines, Steve",Republican,MT,2138.0,D000618,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,113,113,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,196.0,,,,,,,,,0.25,,0,0,0
1816,"Hudson, Richard",Republican,NC,2140.0,H001067,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,196.0,441.0,239.0,322.0,241.0,9657043.110000005,0.5632584726994166,0.1906453522794553,0.17394468704512372,0.5,0.5316292363497084,15,197,0
1817,"Pittenger, Robert",Republican,NC,2141.0,P000606,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,238.0,76.0,325.0,250.0,250.0,7725383.699999999,0.4493814301280875,0.14801657785671996,0.1804949053857351,0.5,0.47469071506404376,13,210,0
1818,"Meadows, Mark",Republican,NC,2142.0,M001187,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.0,323.0,93.0,275.0,237.0,356.0,10080014.430000003,0.5881938845865935,0.14031971580817051,0.2576419213973799,0.5,0.5440969422932967,38,284,0
1819,"Holding, George",Republican,NC,2143.0,H001065,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,155.0,230.0,138.0,196.0,144.0,10033087.44,0.5854273995580683,0.11604499703966845,0.10334788937409024,0.5,0.5427136997790342,11,113,0
1820,"Cramer, Kevin",Republican,ND,2144.0,C001096,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,350.0,204.0,469.0,306.0,380.0,9629246.280000003,0.5616197672543102,0.1811722912966252,0.27510917030567683,0.5,0.5308098836271551,34,293,0
1821,"Kuster, Ann M.",Democrat,NH,2145.0,K000382,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,445.0,158.0,449.0,161.0,502.0,9821822.609999998,0.5729727121969383,0.09532267613972766,0.363901018922853,0.5,0.5364863560984692,268,176,0
1822,"Lujan Grisham, Michelle",Democrat,NM,2146.0,L000580,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,244.0,93.0,375.0,445.0,486.0,2925863.2199999993,0.16643548469202085,0.26346950858496154,0.3522561863173217,0.5,0.3332177423460104,310,113,0
1823,"Horsford, Steven A.",Democrat,NV,2147.0,H001066,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,113,113,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.0,219.0,,,,,2241193.89,0.1260722001315749,,,0.25,0.18803610006578747,0,0,0
1824,"Meng, Grace",Democrat,NY,2148.0,M001188,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.0,313.0,484.0,422.0,731.0,430.0,10641660.540000001,0.6213045860111738,0.43280047365304913,0.31149927219796214,0.5,0.5606522930055868,281,103,0
1825,"Jeffries, Hakeem S.",Democrat,NY,2149.0,J000294,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.0,222.0,91.0,356.0,329.0,415.0,10848569.91,0.6335025061071894,0.19478981645944346,0.3005822416302766,0.5,0.5667512530535948,289,70,0
1826,"Maloney, Sean Patrick",Democrat,NY,2150.0,M001185,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.0,274.0,173.0,352.0,316.0,476.0,9547624.439999996,0.5568079180741118,0.18709295441089402,0.34497816593886466,0.5,0.528403959037056,292,124,0
1827,"Collins, Chris",Republican,NY,2151.0,C001092,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0,267.0,217.0,339.0,459.0,248.0,9070188.989999996,0.5286616844351746,0.27175843694493784,0.17903930131004367,0.5,0.5143308422175873,40,181,0
1828,"Wenstrup, Brad R.",Republican,OH,2152.0,W000815,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,169.0,63.0,188.0,337.0,165.0,9672229.199999996,0.5641537376764971,0.1995263469508585,0.11863173216885008,0.5,0.5320768688382486,16,134,0
1829,"Beatty, Joyce",Democrat,OH,2153.0,B001281,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.0,339.0,555.0,486.0,286.0,479.0,9962682.990000002,0.5812768487371756,0.16933096506808762,0.3471615720524017,0.5,0.5406384243685878,281,138,0
1830,"Joyce, David P.",Republican,OH,2154.0,J000295,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.0,310.0,74.0,339.0,251.0,245.0,8771620.410000004,0.5110601824731282,0.14860864416814684,0.17685589519650655,0.5,0.5055300912365641,46,170,0
1831,"Bridenstine, Jim",Republican,OK,2155.0,B001283,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,218.0,37.0,219.0,1.0,83.0,6193200.090000002,0.35905466896108545,0.0005920663114268798,0.05895196506550218,0.5,0.4295273344805427,7,64,0
1832,"Mullin, Markwayne",Republican,OK,2156.0,M001190,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,113,115,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,178.0,148.0,237.0,210.0,195.0,10297169.37,0.6009958113749986,0.12433392539964476,0.14046579330422126,0.5,0.5504979056874992,28,145,0
